category,review_title,review_content,rating
Cell Phones & Smartphones,Samsung S 20,Nice Product.  Does what  I need from a phone ,5
Cell Phones & Smartphones,Amazing ,I was sceptical to buy an open box phone but this was flawless no issues found with phone and like new condition!!! No scratches etc LOVE IT!!,5
Cell Phones & Smartphones,Worth an upgrade from my S9,"Intuitive, helpful interface.  Great camera.",5
Cell Phones & Smartphones,Samsung Galaxy S20 5GUW,"Nice cellphone, graphic is clear and crisp. Swiping through screens is very smooth.",5
Cell Phones & Smartphones,Good phone.,Good enough for what I need,5
Cell Phones & Smartphones,Great Phone,"Excellent product, Great value",5
Cell Phones & Smartphones,awesome camera,works great,5
Cell Phones & Smartphones,Looked great works great,Look new work perfect tks,5
Cell Phones & Smartphones,My Galaxy G5,"So far I'm still getting used to it, all seem to work 👌🆗️",4
Cell Phones & Smartphones,Yes it has,Excellent ,5
Cell Phones & Smartphones,Innovation piece!,It is awesome phone.,5
Cell Phones & Smartphones,Great product.,Identifies owner by fingerprint.,5
Cell Phones & Smartphones,"Good phone, display, memory, battery.","Good size screen, fast, lots of memory enhanced by ability to add microSD card.",5
Cell Phones & Smartphones,Awesome flagship,Great phone. A little bit of flakyness on the subject of mobile data that was able to get ironed out. Also saw a problem with the S10+ where there are a limited number of sets that need to be replaced due to mobile data problems. So far so good with mine!Read full review...,5
Cell Phones & Smartphones,"Don't even question it, just buy it.",Guy expedited the shipping and didn't even charge extra. Maintained contact at all times. Makes himself available to all questions. Buy his stuff. You won't be sorry.,5
Cell Phones & Smartphones,great all around phone!,This phone has a fast processor and is a great all around phone!,5
Cell Phones & Smartphones,Samsung Galaxy s10plus unlocked,This phone looks brand-new and cost about half what I would have paid at the store.  Thank you!,5
Cell Phones & Smartphones,Great Deal,works great looking for another one for a friend,5
Cell Phones & Smartphones,Better then Apple,This is a great phone,5
Cell Phones & Smartphones,does everything right,awesome device,5
Cell Phones & Smartphones,A+,"Great Phone, need 2 more",5
Cell Phones & Smartphones,JUST FANTASTIC,FANTASTIC!!!!!!!,5
Cell Phones & Smartphones,Arrived as advertised,Arrived as advertised.,5
Cell Phones & Smartphones,Some issues but overall a quality phone,"I purchased this phone used so I wasn't expecting a perfect product. The phone has major autofocus issues making the camera almost unusable.  Looking online though, it appears there are many NEW phones that also have this issue, so be wary. There are also spots on the lens so I'm thinking that any dirt that has gotten under the protective glass is what is throwing off the autofocus. For 3 dollars, you can purchase a kit that will allow you to remove the old glass, clean off the lens, then install new glass so I will be doing this to see if this improves the camera.The battery life also has some issues but, with light use and some careful monitoring, you can still get through the day.The screen is beautiful and the phone is very fast making it excellent for browsing, gaming, and multitasking. The speakers are loud and the quality of sound is great, making me question why I bothered purchasing a mini bluetooth speaker to go along with it.Overall, the camera issue is an annoyance but feels salvageable and the rest of the user experience is so positive that it makes the phone totally worth the $280 I spent on it.Read full review...",4
Cell Phones & Smartphones,Better than the Note 2....but.....,"I am impressed with the quality of the screen and the size. The pre-loaded apps are useful and not useful. Just like any phone, this one has a lot of bloat software. The camera has good images when it focuses on images with distance. If you do deposit checks by phone it is not ideal. The camera more often then not doesn't focus on close images at all. Overall, I would recommend this phone if you are looking for a refurbished phone with decent options. A better camera which focuses closeup would improve it.Read full review...",3
Cell Phones & Smartphones,Note4 Verizon,"Great picture, sound, and a generous 5.7 display with very qualified photography and editing capabilities. If you sketch as I do, the stylus and editing programs provide a digital sketch pad that you can zoom into for high detail work then zoom out for overall additions. Unlike notes priir to/after the 4, this one allows purchase and easy quick battery swaps for endless use. I don't use any of the Samsung specific apps with exception to the keyboard, which is customizable (it's like wallpaper for.ylur keyboard background). With expansion for memory and battery, anyone whim uses their mobile devices for all tasks, this is the handset to get. Sufficed to say that even with new gen. models, this still holds its own to this day. Did I mention that the battery isn't sealed in and can be swapoed out in monents? Get a thick glass protector and case to protect the lightweight aluminum frame and large screen and get to businessRead full review...",4
Cell Phones & Smartphones,Last Great Samsung,"In my opinion, this is the last great Samsung phone.  I love that I am able to have an external memory card, and removable battery.  I understand that the new Samsungs have fast charging, but I am not always able to be around a phone charger/wall jack for power.  I carry an extra battery with me when I travel, and I am able to do everything I need, and simply swap the battery out when power is low.While I understand that the Note 7 will have the expandable memory, I wish Samsung would listen to its consumers and allow us the choice to have an open back so we can rapidly change our batteries!Read full review...",4
Cell Phones & Smartphones,It'a pretty good phone.,"I've had other Samsungs in the past so there are no particular surprises here (good or bad). It's large by design with a very nice large screen. Performance is pretty good, but there are definitely times where some apps seem to lag a bit. However, some of that could be poor data/network performance. My Verizon coverage isn't the best. Battery life isn't great - I get less than a days use. However, this has been a pattern for me over the years and may also be related to my less than stellar network coverage. Overall this Note 4 and the Galaxy line have worked well for me and multiple family members over the years.Read full review...",4
